"Name","Rank","Generic.Name","Authors..Pub..","Publication","Authors..Book.","Book","Volume","Fascicle","Page.number","Year","Parent.Taxon","Fossil.Status","ID","Authors..Name.","Journal","Annee.Jahrgang","Issue","Type","Вasionym.Generic.Name","Original.spelling","Вasionym.Infrageneric.Name","Edition","Replaced.Name","Designated.by","Non.fossil","Diagnosis"
"Acer Palaeorubra","Section","[Genus] Acer","von Schenk A. J. ","Palaeophytologie [1888/8]","von Zittel K. A. ","Handbuch der Palaeontologie","Abtheilung 2","6","558","1888","[Genus] Acer","leaves","0A9F1D6F-6B06-B0F9-95C3-55146E54697F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acer Palaeospicata","Section","[Genus] Acer","von Schenk A. J. ","Palaeophytologie [1888/8]","von Zittel K. A. ","Handbuch der Palaeontologie","Abtheilung 2","6","559","1888","[Genus] Acer","leaves","3056C906-BFCD-070F-F303-CB89C3D889CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acicularia Briardina","Section","[Genus] Acicularia","von Pia J. ","Thallophyta [1927/11]","Hirmer M. ","Handbuch der Paläobotanik","1",NA,"85","1927","[Genus] Acicularia","thallus (calcareous)","8099520F-4499-BAF3-10E5-131A89DDF82C","Munier-Chalmas E. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aldrovanda Clavatae","Section","[Genus] Aldrovanda","Dorofeev P. I. ","Ob oligotsenovoj flore Zaural'ja [1968/7]",NA,NA,NA,NA,"115","1968","[Genus] Aldrovanda",NA,"4B6AF144-47EF-4747-9CF7-F91BE048D99A",NA,"Paleontologicheskii Zhurnal","1968","2","Aldrovanda clavata",NA,NA,NA,NA,NA,NA,NA,NA
"Aldrovanda Obliquae","Section","[Genus] Aldrovanda","Dorofeev P. I. ","Ob oligotsenovoj flore Zaural'ja [1968/7]",NA,NA,NA,NA,"115","1968","[Genus] Aldrovanda","sporae dispersae (megaspores)","1BA3CBF5-D523-438C-B6FC-37E1F4981D88",NA,"Paleontologicheskii Zhurnal","1968","2","Aldrovanda dokturovskyi",NA,NA,NA,NA,NA,NA,NA,NA
"Anomozamites Platypterygium","Subgenus","[Genus] Anomozamites","Schimper W. von Schenk A. J. ","Palaeophytologie [1880/12]","von Zittel K. A. ","Handbuch der Palaeontologie","Abtheilung 2","2","225","1880","[Genus] Anomozamites","foliage","02BF1502-9A79-97C0-3A72-CBCE47FF5BD9","Schimper W. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Araucaria Bunyalites","Subgenus","[Genus] Araucaria","McCoy F. ","Prodromus of the Palaeontology of Victoria [1874/5-12]","McCoy F. ","Prodromus of the Palaeontology of Victoria","Decade I",NA,"32","1874",NA,"foliage","4931706E-F318-8A75-26BB-B5552BF0696F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Araucaria Perpendicula","Section","[Genus] Araucaria","Pole M. S. ","Late Cretaceous macrofloras of Eastern Otago, New Zealand: Gymnosperms [1995/12]",NA,NA,"8",NA,"1074","1995",NA,"foliage","0D60C3B4-A9E9-C184-071E-1515C6393B8B",NA,"Australian Systematic Botany",NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Araucaria Yezonia","Section","[Genus] Araucaria","Ohsawa T. Nishida H. Nishida M. ","Yezonia, a new section of Araucaria (Araucariaceae) based on permineralized vegetative and reproductive organs of A. vulgaris comb. nov. from the Upper Cretaceous of Hokkaido, Japan [1995/3]",NA,NA,"108",NA,"26","1995",NA,NA,"024B1EAA-AD13-19B9-FC3B-E80AEF812523",NA,"Journal of Plant Research",NA,"1089",NA,"[Genus] Yezonia",NA,NA,NA,NA,NA,NA,NA
"Azolla Filifera","Section","[Genus] Azolla","Hall J. W. ","A new genus of Salviniaceae and a new species of Azolla from the Late Cretaceous [1968/6]",NA,NA,"58",NA,"79","1968","[Genus] Azolla","sporae dispersae (megaspores)","E432D6FB-F98D-4900-AAC1-049FD3F76184",NA,"American Fern journal",NA,"2","Azolla circinata",NA,NA,NA,NA,NA,NA,NA,NA
"Azolla Florschuetzia","Subgenus","[Genus] Azolla","Kempf E. K. ","Wasserfarne im rheinischen Braunkohlentertiär und ihr stratigraphischer Wert (Kurzfassung eines Vortrags) [1968/5]",NA,NA,"118",NA,"161","1968","[Genus] Azolla","macrosporangia (with massulae)","46736043-08C4-45B0-BD8E-9F311B5C5D4F",NA,"Zeitschrift der Deutschen Geologischen Gesellschaft",NA,"1","Azolla teschiana",NA,NA,NA,NA,NA,NA,NA,NA
"Azolla Kremastospora","Section","[Genus] Azolla","Jain R. K. Hall J. W. ","A contribution to the Early Tertiary fossil record of the Salviniaceae [1969/5]",NA,NA,"56",NA,"538","1969","[Genus] Azolla","sporae dispersae (megaspores)","99EBC916-8186-4AA2-9AFE-98035245C046",NA,"American Journal of Botany",NA,"5","Azolla teschiana",NA,NA,NA,NA,NA,NA,NA,NA
"Azolla Simplicispora","Section","[Genus] Azolla","Hall J. W. ","A new section of Azolla [1970/4]",NA,NA,"19",NA,"303","1970","[Genus] Azolla","sporae dispersae (megaspores)","50B5B4BF-A465-4029-954E-0661AC457B2C",NA,"Taxon",NA,"2","Azolla primaeva",NA,NA,NA,NA,NA,NA,NA,NA
"Azollopsis Spiralopsis","Subgenus","[Genus] Azollopsis","Sweet A. R. Hills L. V. ","A detailed study of the genus Azollopsis [1974/7]",NA,NA,"52",NA,"1634","1974","[Genus] Azollopsis","sporae dispersae (megaspores)","0B6BBB76-AA82-45C4-893F-4E4B790E9AEE",NA,"Canadian Journal of Botany",NA,"7","Azollopsis intermedia",NA,NA,NA,NA,NA,NA,NA,NA
"Beresella Trinodella","Subgenus","[Genus] Beresella","Maslov V. P. Kulik Е. L. ","Novaja triba vodoroslej (Bereselleae) iz karbona SSSR [New tribe of algae (Bereselleae) from the Carboniferous of the USSR] [1956/1]",NA,NA,"106",NA,"128","1956","[Genus] Beresella","thallus","A5396DE5-F89B-4245-859D-E53171A7D29A",NA,"Doklady Akademii Nauk SSSR",NA,"1","Beresella bifurcata",NA,NA,NA,NA,NA,NA,NA,NA
"Berriochloa Stipidium","Section","[Genus] Berriochloa","Thomasson J. R. ","Late Cenozoic grasses and other angiosperms from Kansas, Nebraska, and Colorado: biostratigraphy and relationships to living taxa [1979/9]",NA,NA,NA,NA,"23, 51","1979",NA,NA,"3D0F0684-E229-76E4-FF5F-579CDD42D508",NA,"Kansas Geological Survey Bulletin",NA,"218",NA,"[Genus] Stipidium",NA,NA,NA,NA,NA,NA,NA
"Betula Palaeocostata","Section","[Genus] Betula","Dorofeev P. I. ","Tretichnye flory Zapadnoj Sibiri [1963/6]","Dorofeev P. I. ","Tretichnye flory Zapadnoj Sibiri",NA,NA,"145","1963","[Genus] Betula","fruits","3B353AF9-5F06-4488-92E8-95AA8E13B94D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bothrodendron Cyclostigma","Subgenus","[Genus] Bothrodendron","Nathorst A. G. ","Zur paläozoischen Flora der arktischen Zone (Vorläufige Mittheilung) [1894/5]",NA,NA,"44",NA,"96","1894",NA,NA,"4D515447-AF33-4496-A93C-3CDA41D2A0CB",NA,"Jahrbuch der Kaiserlich-Königlichen Geologischen Reichsanstalt",NA,"1",NA,"[Genus] Cyclostigma",NA,NA,NA,NA,NA,NA,NA
"Bothrodendron Porodendron","Subgenus","[Genus] Bothrodendron","Nathorst A. G. ","Zur paläozoischen Flora der arktischen Zone (Vorläufige Mittheilung) [1894/5]",NA,NA,"44",NA,"92, 96","1894","[Genus] Bothrodendron","stems (with branches)","FE8B6D94-690B-419F-B1FA-8FC93B25A4D4",NA,"Jahrbuch der Kaiserlich-Königlichen Geologischen Reichsanstalt",NA,"1","Bothrodendron tenerrimum",NA,NA,NA,NA,NA,NA,NA,NA
"Bothrodendron Rhytidodendron","Subgenus","[Genus] Bothrodendron","Nathorst A. G. ","Zur paläozoischen Flora der arktischen Zone (Vorläufige Mittheilung) [1894/5]",NA,NA,"44",NA,"96","1894",NA,NA,"FACCF967-E34B-435F-8F58-FFC14E2AC061",NA,"Jahrbuch der Kaiserlich-Königlichen Geologischen Reichsanstalt",NA,"1",NA,"[Genus] Rhytidodendron",NA,NA,NA,NA,NA,NA,NA
"Botryopteris Tridentata","Section","[Genus] Botryopteris","Bertrand C. Cornaille F. ","Les caractéristiques de la trace foliaire botryoptéridienne [1910/4]",NA,NA,"150",NA,"1020","1910","[Genus] Botryopteris","petioles","222C59C5-2078-4001-816F-1FEE52B4C7E4",NA,"Comptes rendus hebdomadaires des séances de l’Académie des Sciences, Paris",NA,"17","Rachiopteris tridentata",NA,NA,NA,NA,NA,NA,NA,NA
"Brasenia Crassa","Section","[Genus] Brasenia","Dorofeev P. I. ","Tretichnye flory Zapadnoj Sibiri [1963/6]","Dorofeev P. I. ","Tretichnye flory Zapadnoj Sibiri",NA,NA,"177","1963","[Genus] Brasenia","seeds","0B5AB5A0-3D17-4071-BD67-7367EBFCB998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brasenia Ovula","Section","[Genus] Brasenia","Dorofeev P. I. ","Tretichnye flory Zapadnoj Sibiri [1963/6]","Dorofeev P. I. ","Tretichnye flory Zapadnoj Sibiri",NA,NA,"177","1963","[Genus] Brasenia","seeds","C7BB90AC-C0DF-44C1-8E6B-01E9834C3154",NA,NA,NA,NA,"Brasenia ovulum",NA,NA,NA,NA,NA,NA,NA,NA
"Brasenia Tenuicostata","Section","[Genus] Brasenia","Dorofeev P. I. ","Tretichnye flory Zapadnoj Sibiri [1963/6]","Dorofeev P. I. ","Tretichnye flory Zapadnoj Sibiri",NA,NA,"177","1963","[Genus] Brasenia","seeds","3E308DFD-4C32-4962-8192-EAAC635D64BE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calamites Archaeocalamites","Subgenus","[Genus] Calamites","Weiss C. E. ","Beiträge zur fossilen Flora 3 [1884/10]",NA,NA,"5",NA,"141, 55","1884",NA,NA,"EACBC649-1C07-46CD-AF7F-E8E9754ACA40",NA,"Abhandlungen zur Geologischen Spezialkarte von Preussen und den Thüringischen Staaten Berlin",NA,"2",NA,"[Genus] Archaeocalamites",NA,NA,NA,NA,NA,NA,NA
"Calamites Arthrodendron","Section","[Genus] Calamites","von Post T. E. ","Lexicon generum phanerogamarum [1903/11]","von Post T. E. ","Lexicon generum phanerogamarum",NA,NA,"88","1903",NA,NA,"0D927EF2-8CE8-4088-9695-FA245FE0AB75","Kuntze O. ",NA,NA,NA,NA,"[Genus] Arthrodendron","Arthrodendrum",NA,NA,NA,NA,NA,NA
"Calamites Arthrodendron","Subgenus","[Genus] Calamites","Seward A. C. ","Fossil plants for students of botany and geology [1898/4]","Seward A. C. ","Fossil plants for students of botany and geology","1",NA,"302","1898",NA,"stems","F6DFDD54-EDFB-850E-8530-98412AAEB43C","Scott D. H. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calamites Arthropitys","Section","[Genus] Calamites","von Post T. E. ","Lexicon generum phanerogamarum [1903/11]","von Post T. E. ","Lexicon generum phanerogamarum",NA,NA,"88","1903",NA,NA,"29D079F2-83FF-45E4-A1B2-B8B3DCF06747","Kuntze O. ",NA,NA,NA,NA,"[Genus] Arthropitys","Arthropithys",NA,NA,NA,NA,NA,NA
"Calamites Arthropitys","Subgenus","[Genus] Calamites","Seward A. C. ","Fossil plants for students of botany and geology [1898/4]","Seward A. C. ","Fossil plants for students of botany and geology","1",NA,"302","1898",NA,NA,"A8C61809-52A8-5107-A295-E0CD0C0BAAF5",NA,NA,NA,NA,NA,"[Genus] Arthropitys",NA,NA,NA,NA,NA,NA,NA
"Calamites Asterocalamites","Subgenus","[Genus] Calamites","Koechlin-Schlumberger J. É. Schimper W. ","Mémoire sur le terrain de transition des Vosges [1862/9]","Koechlin-Schlumberger J. É. Schimper W. ","Mémoire sur le terrain de transition des Vosges",NA,NA,"321","1862","[Genus] Calamites","stems","FCA6372B-07CD-4BE8-ACDB-44BD7CEDBCA1","Schimper W. ",NA,NA,NA,"Calamites radiatus",NA,NA,NA,NA,NA,NA,NA,NA
"Calamites Calamitina","Subgenus","[Genus] Calamites","Weiss C. E. ","Beiträge zur fossilen Flora 3 [1884/10]",NA,NA,"5",NA,"59, 55","1884","[Genus] Calamites","stems","9D2AF44C-C851-4A0F-8B07-4B191795EDC5",NA,"Abhandlungen zur Geologischen Spezialkarte von Preussen und den Thüringischen Staaten Berlin",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calamites Calamodendron","Subgenus","[Genus] Calamites","Seward A. C. ","Fossil plants for students of botany and geology [1898/4]","Seward A. C. ","Fossil plants for students of botany and geology","1",NA,"302","1898",NA,NA,"5D43DA73-E7CC-2DB5-4B24-9561468F84B5",NA,NA,NA,NA,NA,"[Genus] Calamodendron",NA,NA,NA,NA,NA,NA,NA
"Calamites Calamodendron","Section","[Genus] Calamites","von Post T. E. ","Lexicon generum phanerogamarum [1903/11]","von Post T. E. ","Lexicon generum phanerogamarum",NA,NA,"88","1903",NA,NA,"EE941040-7DE0-462D-BE2C-22C1EF02FFD0","Kuntze O. ",NA,NA,NA,NA,"[Genus] Calamodendron","Calamodendrum",NA,NA,NA,NA,NA,NA
"Calamites Cyclocladia","Section","[Genus] Calamites","von Post T. E. ","Lexicon generum phanerogamarum [1903/11]","von Post T. E. ","Lexicon generum phanerogamarum",NA,NA,"88","1903","[Genus] Calamites","stems","CB0D5405-93F6-451A-8C54-04DD71F5C26E","Kuntze O. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calamites Eucalamites","Section","[Genus] Calamites","von Post T. E. ","Lexicon generum phanerogamarum [1903/11]","von Post T. E. ","Lexicon generum phanerogamarum",NA,NA,"88","1903",NA,NA,"39A20CBA-26E7-4366-8849-E888342E5313","Kuntze O. ",NA,NA,NA,NA,NA,NA,"Calamites [Subgenus] Eucalamites",NA,NA,NA,NA,NA
"Calamites Eucalamites","Subgenus","[Genus] Calamites","Weiss C. E. ","Beiträge zur fossilen Flora 3 [1884/10]",NA,NA,"5",NA,"96, 55","1884","[Genus] Calamites","stems","DA154290-C7C3-4224-A1BC-5F845B6B3587",NA,"Abhandlungen zur Geologischen Spezialkarte von Preussen und den Thüringischen Staaten Berlin",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calamites Stylocalamites","Subgenus","[Genus] Calamites","Weiss C. E. ","Beiträge zur fossilen Flora 3 [1884/10]",NA,NA,"5",NA,"119, 55","1884","[Genus] Calamites","stems","1C0BAF99-8FCF-476B-97F7-CC6775882B0D",NA,"Abhandlungen zur Geologischen Spezialkarte von Preussen und den Thüringischen Staaten Berlin",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calamites Stylocalamites","Section","[Genus] Calamites","von Post T. E. ","Lexicon generum phanerogamarum [1903/11]","von Post T. E. ","Lexicon generum phanerogamarum",NA,NA,"88","1903",NA,NA,"F9ED8917-DE38-4982-9101-9081CE2449E8","Kuntze O. ",NA,NA,NA,NA,NA,NA,"Calamites [Subgenus] Stylocalamites",NA,NA,NA,NA,NA
"Callipteris Feonia","Subgenus","[Genus] Callipteris","Meyen S. V. Migdissova A. V. ","Epidermal'noe issledovanie angarskikh Callipteris i Compsopteris [Epidermal study of Angaran Callipteris and Compsopteris] [1969/10]",NA,NA,NA,NA,"65","1969","[Genus] Callipteris","foliage","6AAFE1BA-AE32-49DB-A74D-67E6853EA773",NA,"Trudy Geologicheskogo Instituta Akademii Nauk SSSR",NA,"190","Callipteris lepidopteroides",NA,NA,NA,NA,NA,NA,NA,NA
"Caulopteris Tessellaria","Subgenus","[Genus] Caulopteris","Schimper W. Mougeot A. ","Monographie des plantes fossiles du grès bigarré de la chaine des Vosges [1844/9]","Schimper W. Mougeot A. ","Monographie des plantes fossiles du grès bigarré de la chaine des Vosges",NA,"3","64","1844","[Genus] Caulopteris","stems","61BDAECD-229E-499B-9D71-EBD33D946C9C",NA,NA,NA,NA,"Caulopteris tessellata",NA,NA,NA,NA,NA,NA,NA,NA
"Cedrelospermum Aneuroptera","Unranked","[Genus] Cedrelospermum","de Saporta G. ","Dernières adjonctions à la flore fossile d'Aix-en-Provence précédées de notions stratigraphiques et paléontologiques appliquées à l'étude du gisement des plantes fossiles d'Aix-en-Provence [1889/9]",NA,NA,"10",NA,"95","1889","[Genus] Cedrelospermum","seeds","303DA399-B91E-4CD1-A4D9-D65B43FE6A92",NA,"Annales des Sciences Naturelles","Series 7","1-2-3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cedrelospermum Phleboptera","Unranked","[Genus] Cedrelospermum","de Saporta G. ","Dernières adjonctions à la flore fossile d'Aix-en-Provence précédées de notions stratigraphiques et paléontologiques appliquées à l'étude du gisement des plantes fossiles d'Aix-en-Provence [1889/9]",NA,NA,"10",NA,"93","1889","[Genus] Cedrelospermum","seeds","F06FBF57-616A-4758-BB19-CE337B9E0C9C",NA,"Annales des Sciences Naturelles","Series 7","1-2-3","Cedrelospermum aquense",NA,NA,NA,NA,NA,NA,NA,NA
"Cheilanthites Cheilanthitae","Unranked","[Genus] Cheilanthites","Göppert H. R. ","Systema Filicum Fossilium [1836/9]",NA,NA,"17",NA,"242","1836",NA,"foliage","4BF9C385-DE22-E81D-D965-2BB822DDAC8E",NA,"Novorum actorum Academiae Caesareae Leopoldinae-Carolinae Naturae Curiosorum",NA,"Suppl.",NA,NA,"Cheilanthitae verae",NA,NA,NA,NA,NA,NA
"Cheilanthites Davallitae","Unranked","[Genus] Cheilanthites","Göppert H. R. ","Systema Filicum Fossilium [1836/9]",NA,NA,"17",NA,"231","1836","[Genus] Cheilanthites","foliage","2E45EEC0-8866-CD1A-ECCB-B3234527AB92",NA,"Novorum actorum Academiae Caesareae Leopoldinae-Carolinae Naturae Curiosorum",NA,"Suppl.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cheilanthites Dicksonitae","Unranked","[Genus] Cheilanthites","Göppert H. R. ","Systema Filicum Fossilium [1836/9]",NA,NA,"17",NA,"249","1836","[Genus] Cheilanthites","foliage","976D7C31-C1C0-9097-42EC-1B955741E420",NA,"Novorum actorum Academiae Caesareae Leopoldinae-Carolinae Naturae Curiosorum",NA,"Suppl.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chondrides Gigartinides","Subgenus","[Genus] Chondrides","Schimper W. ","Traité de Paléontologie Végétale [1869/3]","Schimper W. ","Traité de Paléontologie Végétale","1",NA,"169","1869","[Genus] Chondrides","thallus","66F81D18-D511-4260-97E3-8C12C1520183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chondrides Leptochondrides","Subgenus","[Genus] Chondrides","Schimper W. ","Traité de Paléontologie Végétale [1869/3]","Schimper W. ","Traité de Paléontologie Végétale","1",NA,"171","1869","[Genus] Chondrides","thallus","5E53CC44-0A63-1A3D-FD9A-D64EB3A7996D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chondrites Phycopsis","Subgenus","[Genus] Chondrites","von Fischer-Ooster K. ","Die fossilen Fucoiden der Schweizer-Alpen, nebst Erörterungen über deren geologisches Alter [1858/8]","von Fischer-Ooster K. ","Die fossilen Fucoiden der Schweizer-Alpen, nebst Erörterungen über deren geologisches Alter",NA,NA,"64","1858",NA,"thallus (calcareous)","6B894361-2FF3-0C3F-FB39-A33A8F2AB724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cladophlebis Aurifolia","Subgenus","[Genus] Cladophlebis","Vladimirovich V. P. ","Rannetriasovye paporotniki Zapadnoj Sibiri [1980/8]",NA,NA,"23",NA,"275","1980","[Genus] Cladophlebis","foliage","EB4C281A-5D4A-4896-AF65-6798BCE2AB94",NA,"Ezhegodnik Vsesoyuznogo Paleontologicheskogo Obshchestva",NA,NA,"Cladophlebis lobifera",NA,NA,NA,NA,NA,NA,NA,NA
"Cladophlebis Diversifolia","Subgenus","[Genus] Cladophlebis","Vladimirovich V. P. ","Rannetriasovye paporotniki Zapadnoj Sibiri [1980/8]",NA,NA,"23",NA,"277","1980","[Genus] Cladophlebis","foliage","173CD05F-9618-4FD6-A166-1F76739C89FF",NA,"Ezhegodnik Vsesoyuznogo Paleontologicheskogo Obshchestva",NA,NA,"Cladophlebis mutnaensis",NA,NA,NA,NA,NA,NA,NA,NA
"Cocculus Cocculodendroides","Section","[Genus] Cocculus","Iljinskaja I. A. ","Utochnenie ob'jema roda Trochodendroides i novye iskopaemye vidy Cocculus [1972/2]",NA,NA,"57",NA,"24","1972","[Genus] Cocculus","leaves","8396FD44-B7A3-48FF-8DD7-14874DA26805",NA,"Botanicheskii Zhurnal",NA,"1","Cocculus schischkinii",NA,NA,NA,NA,NA,NA,NA,NA
"Comptonia Avushia","Subgenus","[Genus] Comptonia","Zhilin S. G. ","Zametki po sistematike iskopaemykh rastenij. Myricaceae [Notes on the systematics of fossil plants. Myricaceae] [1980/9]","Zhilin S. G. ","Sistematika i evoljutsija vysshikh rastenij",NA,NA,"18","1980","[Genus] Comptonia","leaves","8E91DE47-5328-4C59-9209-6C4574EF72C6",NA,NA,NA,NA,"Comptonia yakovlevii",NA,NA,NA,NA,NA,NA,NA,NA
"Comptonia Comptoniella","Section","[Genus] Comptonia","Dorofeev P. I. ","Comptonia L'Herit. Vidy, ustanovlennye po endokarpam [1994/7]","Takhtajan A. L. ","Iskopaemye tsvetkovye rastenija Rossii i sopredel'nykh gosudarstv [Fossil Flowering Plants of Russia and adjacent states]","3",NA,"31","1994","[Genus] Comptonia","fruits (endocarps)","20B60749-4E98-4713-8F6A-7575446022BB",NA,NA,NA,NA,"Comptonia gorbunovii",NA,NA,NA,NA,NA,NA,NA,NA
"Comptonia Palaeocomptonia","Section","[Genus] Comptonia","Dorofeev P. I. ","Comptonia L'Herit. Vidy, ustanovlennye po endokarpam [1994/7]","Takhtajan A. L. ","Iskopaemye tsvetkovye rastenija Rossii i sopredel'nykh gosudarstv [Fossil Flowering Plants of Russia and adjacent states]","3",NA,"31","1994","[Genus] Comptonia","fruits (endocarps)","0F7C8564-FA47-471B-A048-C5E6CB3E5CC0",NA,NA,NA,NA,"Comptonia irkutensis",NA,NA,NA,NA,NA,NA,NA,NA
"Concavisporites Exiguidae","Section","[Genus] Concavisporites","Thomson P. Pflug H. D. ","Pollen und Sporen des Mitteleuropäischen Tertiärs [1953/3]",NA,NA,"94",NA,"50","1953","[Genus] Concavisporites","sporae dispersae","272F540A-10C5-4622-8B2C-B744FF4090AA","Pflug H. D. ","Palaeontographica",NA,"1-4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Concavisporites Exiguidae","Subgenus","[Genus] Concavisporites","Krutzsch W. ","Mikropaläontologische (sporenpaläontologische) Untersuchungen in der Braunkohle des Geiseltales [1959/4]",NA,NA,NA,NA,"123","1959","[Genus] Concavisporites",NA,"DE049D47-361C-2F66-656B-0CA252002881",NA,"Beiheft zur Zeitschrift Geologie",NA,"21-22",NA,NA,NA,"Concavisporites [Section] Exiguidae",NA,NA,NA,NA,NA
"Concavisporites Hyalinoidae","Section","[Genus] Concavisporites","Thomson P. Pflug H. D. ","Pollen und Sporen des Mitteleuropäischen Tertiärs [1953/3]",NA,NA,"94",NA,"49","1953","[Genus] Concavisporites","sporae dispersae","11B11A85-F3FA-45BA-A302-B750E21A9F7C","Pflug H. D. ","Palaeontographica",NA,"1-4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Concavisporites Obtusisporis","Subgenus","[Genus] Concavisporites","Krutzsch W. ","Mikropaläontologische (sporenpaläontologische) Untersuchungen in der Braunkohle des Geiseltales [1959/4]",NA,NA,NA,NA,"121","1959","[Genus] Concavisporites","sporae dispersae","5D42391E-8E7F-4EB5-D9B1-E9F9C884E59B",NA,"Beiheft zur Zeitschrift Geologie",NA,"21-22","Concavisporites obtusangulus",NA,NA,NA,NA,NA,NA,NA,NA
"Cordaianthus Baccifer","Unranked","[Genus] Cordaianthus","Grand'Eury F. C. ","Mémoire sur la flore carbonifère du Département de la Loire et du Centre de la France, étudiée aux trois points de vue: botanique, stratigraphique et géognostique. 1e partie [1876/4]",NA,NA,"24",NA,"230","1876","[Genus] Cordaianthus","fructifications","98B1BDE9-AE9E-451C-A39F-972B42589B85",NA,"Mémoires présentés par divers savants à l'Académie des Sciences de l'Institut de France",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cordaianthus Gemmifer","Unranked","[Genus] Cordaianthus","Grand'Eury F. C. ","Mémoire sur la flore carbonifère du Département de la Loire et du Centre de la France, étudiée aux trois points de vue: botanique, stratigraphique et géognostique. 1e partie [1876/4]",NA,NA,"24",NA,"228","1876","[Genus] Cordaianthus","fructifications","4C4B5F69-EF7D-457B-9E7F-C060FF50A27D",NA,"Mémoires présentés par divers savants à l'Académie des Sciences de l'Institut de France",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cordaites Communes","Section","[Genus] Cordaites","Lesquereux L. C. ","On the Cordaites and their related generic divisions, in the Carboniferous formation of the United States [1878/3]",NA,NA,"17",NA,"319","1878","[Genus] Cordaites","foliage","79B64254-F00D-4AE2-A1FB-6CBF475344AB",NA,"Proceedings of the American Philosophical Society",NA,"101",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cordaites Costatae","Section","[Genus] Cordaites","Lesquereux L. C. ","On the Cordaites and their related generic divisions, in the Carboniferous formation of the United States [1878/3]",NA,NA,"17",NA,"323","1878","[Genus] Cordaites","leafy twigs","253B3614-8EBC-48A5-A647-75B5AE49157B",NA,"Proceedings of the American Philosophical Society",NA,"101","Cordaites costatus",NA,NA,NA,NA,NA,NA,NA,NA
"Cordaites Grandifoliae","Section","[Genus] Cordaites","Lesquereux L. C. ","On the Cordaites and their related generic divisions, in the Carboniferous formation of the United States [1878/3]",NA,NA,"17",NA,"318","1878","[Genus] Cordaites","foliage","8DEBDF99-4642-463A-87C2-B1046D4FD0E6",NA,"Proceedings of the American Philosophical Society",NA,"101","Cordaites grandifolius",NA,NA,NA,NA,NA,NA,NA,NA
"Cordaites Papillophyllites","Subgenus","[Genus] Cordaites","Meyen S. V. ","Izuchenie epidermisa kordaitov iz Kuznetzkogo bassejna (opyt podrodovoj klassifikatsii) [1964/11]",NA,NA,"49",NA,"1539","1964","[Genus] Cordaites","leaves","CE5754E3-3E0B-457E-858A-84264D9B7E1C",NA,"Botanicheskii Zhurnal",NA,"11","Cordaites mariae",NA,NA,NA,NA,NA,NA,NA,NA
"Cordaites Pseudo-Cordaites","Unranked","[Genus] Cordaites","von Heer O. ","Flora fossilis Helvetiae [1875/12]","von Heer O. ","Flora fossilis Helvetiae",NA,"1","56","1875","[Genus] Cordaites","foliage","5FAE73C3-07FC-4BF4-8229-74EFFF46C9B4",NA,NA,NA,NA,NA,NA,NA,NA,"1876",NA,NA,NA,NA
"Cordaites Serpentes","Section","[Genus] Cordaites","Lesquereux L. C. ","On the Cordaites and their related generic divisions, in the Carboniferous formation of the United States [1878/3]",NA,NA,"17",NA,"323","1878","[Genus] Cordaites","leafy twigs","CA16BED9-D718-4771-9912-E95080196E06",NA,"Proceedings of the American Philosophical Society",NA,"101","Cordaites serpens",NA,NA,NA,NA,NA,NA,NA,NA
