"Name","URL"
"Aextoxicoxylon","http://ifpni.org/genus.htm?id=A113E95C-82F5-418E-825C-1A237481F92C"
"Afghanopolia","http://ifpni.org/genus.htm?id=D26FBF77-C3D2-46DB-BF9C-2D2F2603D27B"
"Afrasita","http://ifpni.org/genus.htm?id=9999A2AA-55D3-487F-8B5F-C6B8B0AE3882"
"Afrocasia","http://ifpni.org/genus.htm?id=6A36C554-9EF3-4561-BC55-4F0EAECA1561"
"Afropollis","http://ifpni.org/genus.htm?id=3672F1ED-6E51-4C17-80B1-641E6D823A68"
"Afzelioxylon","http://ifpni.org/genus.htm?id=CCC000ED-CAAE-4184-899B-F253E95BC1B3"
"Agalmatoaster","http://ifpni.org/genus.htm?id=F01595EA-2A3A-4EA7-BC43-41D20F7FF551"
"Agamus","http://ifpni.org/genus.htm?id=B20C57E7-04FE-44AC-B635-1353F036B622"
"Aganosaccites","http://ifpni.org/genus.htm?id=A0F26147-B0C9-44FE-A7F3-7BE18D3BEC0F"
"Agardhiellopsis","http://ifpni.org/genus.htm?id=091D8EF0-878C-4E28-8CBA-5BDBF962B51F"
"Agaricites","http://ifpni.org/genus.htm?id=0A98844E-3F90-44DD-A37F-22C3FB42BA8B"
