"Name","Rank","Authors..Pub..","Publication","Journal","Issue","Page.number","Year","Parent.Taxon","Type","ID","Non.fossil","Original.spelling","Authors..Book.","Book","Volume","Authors..Name.","Fascicle","Annee.Jahrgang","Edition","Diagnosis"
"Angaropeltidaceae","Family","Doweld A. B. ","Prosyllabus Tracheophytorum [2001/12]",NA,NA,"xvi","2001","[Order] Umkomasiales","[Genus] Angaropeltis","1FD3F315-2E29-48B7-9572-27AA26EEC7F7",NA,NA,"Doweld A. B. ","Prosyllabus Tracheophytorum",NA,NA,NA,NA,NA,NA
"Angaropteridales","Unranked","Chachlov V. A. ","Iskopaemye rasteniya Kuzbassa [1937/6]",NA,NA,"33","1937",NA,"[Genus] Angaropteris","83219A39-EB89-1C6A-4A85-1D9930B9D7A2",NA,NA,"Chachlov V. A. ","Iskopaemye rasteniya Kuzbassa",NA,NA,NA,NA,NA,NA
"Animalia","Regnum",NA,"Not defined (in editing)",NA,NA,NA,NA,NA,NA,"6151BC8B-C9C7-465B-BE94-FE7842884423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anisopteridaceae","Family","Němejc F. ","The natural systematic of plants in the light of the present palaeontological documents [1950/12]","Sborník Národního Muzea v Praze","3","80","1950","[Subclass] Pityidae","[Genus] Anisopteris","94218B99-EA70-BC83-266D-13E780D7F9AE",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA
"Ankyropteridaceae","Family","Němejc F. ","The natural systematic of plants in the light of the present palaeontological documents [1950/12]","Sborník Národního Muzea v Praze","3","80","1950","[Order] Zygopteridales","[Genus] Ankyropteris","BBA4B5C1-0B97-9802-B297-178DCCF2F3E4",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA
"Ankyropteridaceae","Family","Němejc F. ","Paleobotanika [1963/7]",NA,NA,"383","1963",NA,NA,"D9AD6E4D-13D6-40B5-B9BC-01F10D25CD5F",NA,NA,"Němejc F. ","Paleobotanika","2",NA,NA,NA,NA,NA
"Annonaceae","Family","de Jussieu A. L. ","Genera Plantarum [1789/8]",NA,NA,"283","1789","[Order] Magnoliales","[Genus] Annona","ABC1FFBA-ADBF-4371-BB75-A04D727079B5","Yes",NA,"de Jussieu A. L. ","Genera Plantarum",NA,NA,NA,NA,NA,NA
"Annulariaceae","Family","von Eichwald K. ","Flora grauvakkovoj, gornoizvestkovoj i medistoslantsevatoj formatsij Rossii [1854/5]",NA,NA,"144","1854","[Class] Sphenophyllopsida","[Genus] Annularia","60248A56-94BB-4FFD-95C1-89C1BD18E4CC",NA,"Annularieae","von Eichwald K. ","Paleontologiya Rossii","Drevnij Period",NA,"1",NA,NA,NA
"Anthophyta","Phylum","Bessey C. E. ","A synopsis of plant phyla [1907/11-12]","University studies, University of Nebraska","4","326 [52]","1907",NA,NA,"ED2C4E99-A5F9-1C0E-CB2C-DDF3C9AC3D9A","Yes",NA,NA,NA,"7",NA,NA,NA,NA,NA
"Anthracoporellopsidaceae","Family",NA,"Not defined (in editing)",NA,NA,"57",NA,NA,"[Genus] Anthracoporellopsis","554D4C36-1FAE-4CA1-BBBA-A19034266030",NA,"Antracoporellopsidae",NA,NA,NA,"Vachard D. ",NA,NA,NA,NA
"Anthracoporellopsideae","Tribe","Shuysky V. P. ","O polozhenii paleoberezellid i drugikh segmentirovannykh vodoroslej v sisteme Siphonophyceae [1986/2]",NA,NA,"93","1986","[Family] Anthracoporellopsidaceae","[Genus] Anthracoporellopsis","FCBA4919-64D3-0739-51C5-66BE7DD0CE54",NA,"Antracoporellopsieae","Tchuvashov B. I. ","Novye dannye po geologii, biostratigrafii i paleontologii Urala",NA,NA,NA,NA,"1985",NA
"Anthracoporellopsidoideae","Subfamily","Vachard D. Perret M.-F. Delvolvé J.-J. ","Algues, pseudo-algues et foraminiferès des niveaux Bachkiriens dans les secteurs d’Escarra et Aragon Subordan (Pyrénées Aragonaises, Espagne) [1990/2]","Geobios","6","705, 706","1990","[Family] Anthracoporellopsidaceae","[Genus] Anthracoporellopsis","D8F72B19-F8C7-259D-3F0F-B4A95E4836B6",NA,"Anthracoporellopsinae",NA,NA,"22",NA,NA,"1989",NA,NA
"Aoujgaliales","Order",NA,"Not defined (in editing)",NA,NA,NA,NA,NA,"[Genus] Aoujgalia","54BC7CDE-844C-44A7-8B18-D87DAE4471E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aphlebiocarpoideae","Subfamily","Štúr D. ","Zur Morphologie und Systematik der Culm- und Carbonfarne [1883/12]",NA,NA,"19","1883","[Order] Marattiales","[Genus] Aphlebiocarpus","6829A0EC-3F74-48E6-81BC-15F75798B8CE",NA,"Aphlebiocarpeae","Štúr D. ","Zur Morphologie und Systematik der Culm- und Carbonfarne",NA,NA,NA,NA,NA,NA
"Aphralysiaceae","Family","Vachard D. Hauser M. Martini R. Zaninetti L. Matter A. Peters T. ","New algae and problematica of algal affinity from the Permian of the Aseelah Unit of the Batain plain (East Oman) [2001/11]","Geobios","4","381","2001","[Regnum] Prokaryota","[Genus] Aphralysia","1F08567B-69B6-F2C9-E39E-7DBCF0D08F50",NA,NA,NA,NA,"34","Vachard D. ",NA,NA,NA,NA
"Aphroporelleae","Tribe","Shuysky V. P. ","Zelyonye vodorosli (Chlorophyta) [1987/10]","Trudy Instituta geologii i geofiziki Sibirskogo otdeleniya Akademii Nauk SSSR","674","67","1987","[Family] Dasycladaceae","[Genus] Aphroporella","E555F953-85D9-B50F-0618-5AE695E94D58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aphyllata","Subphylum","Ogura Y. ","Anatomie der Vegetationsorgane der Pteridophyten [1938/5]",NA,NA,"156","1938","[Phylum] Psilophytophyta",NA,"C7E0C57D-2BA3-E27C-3D5A-B95A099D46E7",NA,NA,"Linsbauer K. ","Handbuch der Pflanzenanatomie","Abtheilung II, 7",NA,"2",NA,NA,NA
"Apiaceae","Family",NA,"Not defined (in editing)",NA,NA,"Intr. Nat. Syst. Bot. ed. 2: 21. 1836",NA,"[Order] Araliales",NA,"01F9820D-E6B8-422F-B917-AEBC7E1BA19B","Yes",NA,NA,NA,NA,"Lindley J. ",NA,NA,NA,NA
"Apiculati","Unranked","Potonié R. Klaus W. ","Einige Sporengattungen des alpinen Salzgebirges [1954/4]","Geologisches Jahrbuch",NA,"520","1954","[Subturma] Zonotriletes",NA,"8B1BE4D1-4CE0-EA17-8636-7B05006710C9",NA,NA,NA,NA,"68","Potonié R. ",NA,NA,NA,NA
"Apocalamitaceae","Family","Radczenko G. P. ","Morfologo-anatomicheskie osobennosti nekotorykh rannekamennougol'nykh tipov Kuznetskoj provintsii [Morhologic-anatomical peculiarities of some Early Carboniferous plant types of the Kuznetzk province] [1957/5]",NA,NA,"42, 46","1957",NA,"[Genus] Apocalamites","265BB075-AE39-476D-8EBF-6C063A0AA844",NA,"Apocalamariaceae","Dorofeev P. I. ","Sbornik pamjati Afrikana Nikolaevicha Krishtofovicha",NA,NA,NA,NA,NA,NA
"Apocynaceae","Family","de Jussieu A. L. ","Genera Plantarum [1789/8]",NA,NA,"143","1789","[Order] Apocynales",NA,"0935AB09-E76E-420E-9FE8-FD095CB6DB59","Yes","Apocineae","de Jussieu A. L. ","Genera Plantarum",NA,NA,NA,NA,NA,NA
"Apocynales","Order","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin aneb Rostlinář [1819/10]",NA,NA,"249","1819","[Class] Magnoliopsida",NA,"45B84B3C-27CA-431D-B141-3CEA219E551C","Yes","Apocineae","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin, aneb Rostlinář","Oddělení 1",NA,NA,NA,NA,NA
"Aporosa","Class","Naumova S. N. ","Spory i pyl'tza uglej SSSR [1940/1]",NA,NA,"357","1940",NA,NA,"FF6ADB7D-525F-4CD5-A4A4-A77EAFC93C09",NA,NA,"Amiraslanov A. A. ","Trudy XVII Sessii Mezhdunarodnogo geologicheskogo kongressa, 1937","1",NA,NA,NA,NA,NA
"Appendiciferi","Infraturma","Potonié R. ","Synopsis der Gattungen der Sporae dispersae I. Teil [1956/9]","Beihefte zum Geologischen Jahrbuch","23","56","1956",NA,NA,"04A9A037-2DB7-42D6-E3D0-1798DD4C545D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apteodiniaceae","Family","Eisenack A. ","Kritische Bemerkungen und Richtigstellungen im Gebiet der fossilen Dinoflagellaten und Acritarchen [1969/11]","Neues Jahrbuch für Geologie und Paläontologie Abhandlungen","2","303","1969","[Phylum] Peridiniophyta","[Genus] Apteodinium","9923E267-EC08-4131-8F5F-2AA251B72736",NA,"Apteodinidae",NA,NA,"134",NA,NA,NA,NA,NA
"Aquifoliaceae","Family",NA,"Not defined (in editing)",NA,NA,"Přiroz. Rostl. 2: 110[440, 438]. 1825",NA,"[Order] Aquifoliales","[Genus] Aquifolium","5781C42C-F2A9-4DE4-BD5A-9C9E57F3F12E","Yes",NA,NA,NA,NA,"von Berchtold F. Presl J. S. ",NA,NA,NA,NA
"Aquifoliales","Order",NA,"Not defined (in editing)",NA,NA,"Senft, Lehrb. Forstl. Bot. 2: 118. 1856",NA,"[Class] Magnoliopsida","[Genus] Aquifolium","3A3530CD-7F07-40A2-BB09-6959A94A548E","Yes","Aquifoliaceae",NA,NA,NA,NA,NA,NA,NA,NA
"Araceae","Family","de Jussieu A. L. ","Genera Plantarum [1789/8]",NA,NA,"23","1789","[Order] Arales",NA,"46807E39-0032-42BE-84C3-F3AF7DF4E8E3","Yes","Aroideae","de Jussieu A. L. ","Genera Plantarum",NA,NA,NA,NA,NA,NA
"Arachnoxylaceae","Family","Arnold C. A. ","Structure and relationships of some Middle Devonian plants from western New York [1940/3]","American Journal of Botany","2","60","1940","[Order] Hyeniales","[Genus] Arachnoxylon","3B789229-89C5-437E-A3A2-5ED8FE7A1903",NA,NA,NA,NA,"27",NA,NA,NA,NA,NA
"Arales","Order","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin aneb Rostlinář [1819/10]",NA,NA,"263","1819","[Class] Liliopsida",NA,"39941076-3F1E-4CC5-979F-DC686C8744E7","Yes","Aroideae","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin, aneb Rostlinář","Oddělení 1",NA,NA,NA,NA,NA
"Araliaceae","Family","de Jussieu A. L. ","Genera Plantarum [1789/8]",NA,NA,"217","1789","[Order] Araliales","[Genus] Aralia","DE907A36-C353-47F2-BD1D-A001FF3AC9B4","Yes",NA,"de Jussieu A. L. ","Genera Plantarum",NA,NA,NA,NA,NA,NA
"Araliales","Order","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin aneb Rostlinář [1819/10]",NA,NA,"258","1819","[Class] Magnoliopsida","[Genus] Aralia","59F78258-DCFD-465D-9942-01467DBE3047","Yes","Araliae","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin, aneb Rostlinář","Oddělení 1",NA,NA,NA,NA,NA
"Araucariaceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Order] Araucariales","[Genus] Araucaria","2660D1AC-0B70-43FB-95A2-BD1EC9C74C78","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Araucariales","Order",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Class] Araucariopsida","[Genus] Araucaria","624DC720-C23C-4FDD-98AA-D4A95BDDB0EC","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Araucariidae","Subclass","Doweld A. B. ","Prosyllabus Tracheophytorum [2001/12]",NA,NA,"xx","2001","[Class] Araucariopsida","[Genus] Araucaria","F49B9E94-6AD6-43BB-BC32-CB18B16D1A4E","Yes",NA,"Doweld A. B. ","Prosyllabus Tracheophytorum",NA,NA,NA,NA,NA,NA
"Araucariophytaceae","Family","Lepechina V. G. Olejnikov A. N. ","O klassifikatsii paleozojskikh drevesin golosemennykh [1978/12]","Trudy Vsesoyuznogo Nauchno-Issledovatel'skogo Geologicheskogo Instituta",NA,"115","1978",NA,"[Genus] Araucariophyton","9D19F7A6-C1EC-09EB-6BA9-5F9F36D1623F",NA,"Araucariophytonaceae",NA,NA,"289",NA,NA,NA,NA,NA
"Araucariopsida","Class","Seward A. C. Ford S. O. ","The Araucarieae, recent and fossil [1906/6]","Philosophical transactions of the Royal Society of London",NA,"396","1906","[Phylum] Pinophyta","[Genus] Araucaria","FD13F5FD-E55D-4631-80F5-D20B40CAAFFF","Yes","Araucarieae",NA,NA,"198",NA,NA,NA,NA,NA
"Araucarioxyla","Unranked","Potonié H. ","Cycadofilices [1902/2]",NA,NA,"795","1902",NA,"[Genus] Araucarioxylon","DA066EF7-9343-4B82-8F24-0DC92FDD59AD",NA,NA,"Engler A. Prantl K. A. E. ","Die natürlichen Pflanzenfamilien","Abtheilung IV",NA,NA,NA,"Teil I",NA
"Araucarioxylaceae","Family","Lepechina V. G. Olejnikov A. N. ","O klassifikatsii paleozojskikh drevesin golosemennykh [1978/12]","Trudy Vsesoyuznogo Nauchno-Issledovatel'skogo Geologicheskogo Instituta",NA,"115","1978",NA,"[Genus] Araucarioxylon","12F8B563-9E56-51F3-8E57-3AAF5AA933ED",NA,"Araucarioxylonaceae",NA,NA,"289",NA,NA,NA,NA,NA
"Araucarioxylaceae","Family","Bessey C. E. ","A synopsis of plant phyla [1907/11-12]","University studies, University of Nebraska","4","322 [48]","1907",NA,"[Genus] Araucarioxylon","8BFC02F2-D973-DA58-1D88-ADAE4FCC09AD",NA,"Araucarioxyleae",NA,NA,"7",NA,NA,NA,NA,NA
"Araucarioxylonae","Unranked","Lepechina V. G. Olejnikov A. N. ","O klassifikatsii paleozojskikh drevesin golosemennykh [1978/12]","Trudy Vsesoyuznogo Nauchno-Issledovatel'skogo Geologicheskogo Instituta",NA,"114","1978",NA,"[Genus] Araucarioxylon","3F6CCF8F-87BB-AA76-07B0-15FE0E1B4D25",NA,NA,NA,NA,"289",NA,NA,NA,NA,NA
"Araucarioxylones","Unranked","Lepechina V. G. Olejnikov A. N. ","O klassifikatsii paleozojskikh drevesin golosemennykh [1978/12]","Trudy Vsesoyuznogo Nauchno-Issledovatel'skogo Geologicheskogo Instituta",NA,"115","1978",NA,"[Genus] Araucarioxylon","ADA87330-EB80-4704-B0CB-4D5FDC988BA6",NA,NA,NA,NA,"289",NA,NA,NA,NA,NA
"Arberiales","Order","Meyen S. V. ","An attempt at a radical improvement of suprageneric taxonomy of fossil plants [1978]","Phyta",NA,"83","1978","[Class] Dictyopteridiopsida","[Genus] Arberia","37D97442-311D-49A0-B32B-871DC37898C0",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"Arberiales","Order","Meyen S. V. ","Organy razmnozhenija golosemennykh i ikh evoljutsija (po paleobotanicheskim dannym) [1982/5]","Zhurnal obshchei biologii","3","317, 313","1982","[Class] Dictyopteridiopsida","[Genus] Arberia","3C298656-0F44-4FA1-9E01-E41089D08DD0",NA,NA,NA,NA,"43",NA,NA,NA,NA,NA
"Arberiopsida","Class","Doweld A. B. ","Prosyllabus Tracheophytorum [2001/12]",NA,NA,"xvi","2001","[Phylum] Peltaspermophyta","[Genus] Arberia","305254C7-93A3-4D80-B705-6DBC2B5AB0A4",NA,NA,"Doweld A. B. ","Prosyllabus Tracheophytorum",NA,NA,NA,NA,NA,NA
"Archaefructaceae","Family","Sun G. Ji Q. Dilcher D. L. Zheng S.-L. Nixon K. C. Wang X.-F. ","Archaefructaceae, a new basal angiosperm family [2002/5]","Science","5569","903","2002","[Class] Magnoliopsida","[Genus] Archaefructus","FD014785-3133-57BE-4836-E78C8C1AAEBF",NA,NA,NA,NA,"296","Dilcher D. L. Sun G. Nixon K. C. ",NA,NA,NA,NA
"Archaeocalamitaceae","Family","Koidzumi G. ","Shokubutsu kaino keitoteki kyushi shitekihatten [1939/12]","Acta Phytotaxonomica et Geobotanica","4","4","1939","[Order] Archaeocalamitales","[Genus] Archaeocalamites","47296DC0-EC52-651D-A11F-AFCAB210B6AA",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA
"Archaeocalamitaceae","Family","Leistikow K. U. ","Archaeocalamites und Archaeocalamitaceae [1959/3]","Taxon","2","51","1959","[Order] Asterocalamitales","[Genus] Archaeocalamites","720D06D0-6E73-E166-3910-D2DF7CEDF264",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA
"Archaeocalamitales","Order","Koidzumi G. ","Shokubutsu kaino keitoteki kyushi shitekihatten [1939/12]","Acta Phytotaxonomica et Geobotanica","4","4","1939","[Phylum] Calamitophyta","[Genus] Archaeocalamites","0C0CD282-C746-550C-06CE-C8A85E719B20",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA
"Archaeocalamitoideae","Subfamily","Ogura Y. ","Anatomie der Vegetationsorgane der Pteridophyten [1938/5]",NA,NA,"230","1938","[Family] Archaeocalamitaceae","[Genus] Archaeocalamites","FE6EA335-17DE-4554-982B-4607E9087621",NA,"Archaeocalamariaceae","Linsbauer K. ","Handbuch der Pflanzenanatomie","Abtheilung II, 7",NA,"2",NA,NA,NA
"Archaeolepidophytales","Order","Kräusel R. Weyland H. G. ","Pflanzenreste aus dem Devon XIV [1949/5]","Senckenbergiana","1-3","142","1949","[Order] Drepanophycales","[Genus] Drepanophycus","40614A27-578F-41AC-8735-8054FC7EA93A",NA,NA,NA,NA,"30",NA,NA,NA,NA,NA
"Archaeolithophyllaceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Class] Rhodymeniophyceae","[Genus] Archaeolithophyllum","C1EE9A12-35A4-7EBD-1947-E10A766CBBE2",NA,NA,NA,NA,NA,"Tchuvashov B. I. ",NA,NA,NA,NA
"Archaeopteridaceae","Family","Nicholson H. A. Lydekker R. ","Manual of Palaeontology [1889/12]",NA,NA,"1505","1889","[Order] Archaeopteridales","[Genus] Archaeopteris","C60F0E8D-D364-4A73-BA12-21351BE30956",NA,"Archaeopterideae","Nicholson H. A. Lydekker R. ","Manual of Palaeontology","2",NA,NA,NA,"3",NA
"Archaeopteridales","Order","Zimmermann W. M. ","Die Phylogenie der Pflanzen [1930/3]",NA,NA,"200","1930","[Class] Archaeopteridopsida","[Genus] Archaeopteris","EFE710BC-6BED-467D-9025-9BBD632323BE",NA,NA,"Zimmermann W. M. ","Die Phylogenie der Pflanzen; ein Überblick über Tatsachen und Probleme",NA,NA,NA,NA,NA,NA
"Archaeopterididae","Subclass","Sibor T. ","Harasztok – Pteridophyta [1979/1]",NA,NA,"387","1979","[Class] Archaeopteridopsida","[Genus] Archaeopteris","80EF2D03-1C15-4958-A149-3198B3C3607B",NA,"Archaeopteridiidae","Hortobágyi T. ","Növenyrendszertan",NA,NA,NA,NA,NA,NA
"Archaeopteridineae","Suborder","Kryshtofovich A. N. ","Paleobotanika [1957/7]",NA,NA,"221","1957","[Order] Archaeopteridales",NA,"AB1CAF47-EF26-4E2F-9F65-C3FF0601BD6E",NA,NA,"Kryshtofovich A. N. ","Paleobotanika",NA,NA,NA,NA,"4",NA
"Archaeopteridophyta","Phylum","Snigirevskaya N. S. ","Novye otdely Archaeopteridophyta i Archaeospermatophyta i ikh otnoshenija s nekotorymi drugimi gruppami rastenij [2000/9]","Botanicheskii Zhurnal","7","137","2000",NA,"[Genus] Archaeopteris","CBBA6929-3651-4613-BC0D-C6DBC31DE322",NA,NA,NA,NA,"85",NA,NA,NA,NA,NA
"Archaeopteridophytina","Subphylum","Vodenicharov D. G. ","Sistematika na rastenijata [1975/10]",NA,NA,"507","1975",NA,"[Genus] Archaeopteris","DE05B497-817D-48FF-B9B7-5878DBC58CB2",NA,NA,"Vodenicharov D. G. ","Botanika","2",NA,NA,NA,NA,NA
"Archaeopteridopsida","Class","Takhtajan A. L. ","Otdel paporotnikovidnykh (Polypodiophyta) [1978/8]",NA,NA,"166-167","1978",NA,"[Genus] Archaeopteris","3D948663-3546-4400-8759-1A43269E7863",NA,NA,"Takhtajan A. L. ","Zhizn' rastenij","4",NA,NA,NA,NA,NA
"Archaeosigillariaceae","Family","Koidzumi G. ","Shokubutsu chirigaku no sinpo [1934/1]","Shokubutsu oyobi dōbutsu",NA,"311","1934",NA,"[Genus] Archaeosigillaria","13EC2380-C99B-4FA3-A91C-B67B3F8ECC2D",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA
"Archaeosigillariaceae","Family","Nakai T. ","Chosakuronbun Mokuroku [1943/7]",NA,NA,"205","1943",NA,"[Genus] Archaeosigillaria","A6B8B42E-5910-40D7-89A0-93006091D3EB",NA,NA,"Nakai T. ","Nakai Kyoju Chosakuronbun Mokuroku narabini Kyouju no Kenkyuhappyo ni yoru Shokubutsu Shin-genmein Shin shokubutumei oyobi Shingakumei So-sakuin",NA,NA,NA,NA,NA,NA
"Archaeospermatophyta","Phylum","Snigirevskaya N. S. ","Novye otdely Archaeopteridophyta i Archaeospermatophyta i ikh otnoshenija s nekotorymi drugimi gruppami rastenij [2000/9]","Botanicheskii Zhurnal","7","141","2000",NA,"[Genus] Archaeosperma","2CED559C-6C06-4487-96F5-78757159FDB0",NA,NA,NA,NA,"85",NA,NA,NA,NA,NA
"Arctobaieraceae","Family","Němejc F. ","Notes on the evolution and taxonomy of the stachyospermic gymnosperms [1959/6]","Preslia","3","270","1959","[Order] Leptostrobales","[Genus] Arctobaiera","237AF6A8-D27B-F295-FB8D-BF7900C12678",NA,"Arctobayeraceae",NA,NA,"31",NA,NA,NA,NA,NA
"Arctopityaceae","Family","Bose M. N. Manum S. B. ","Mesozoic conifer leaves with 'Sciadopitys-like' stomatal distribution. A re-evaluation based on fossils from Spitsbergen, Greenland and Baffin Island [1990/5]","Norsk Polarinstitutt Skrifter","192","21, 18, 64","1990","[Order] Umaltolepidales","[Genus] Arctopitys","706519DC-D22B-C700-C413-EB31E3BF4531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arctopityoideae","Subfamily","Bose M. N. Manum S. B. ","Mesozoic conifer leaves with 'Sciadopitys-like' stomatal distribution. A re-evaluation based on fossils from Spitsbergen, Greenland and Baffin Island [1990/5]","Norsk Polarinstitutt Skrifter","192","18, 64","1990","[Family] Arctopityaceae","[Genus] Arctopitys","4B183040-9167-6B9D-8164-674CECC00F4F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arecaceae","Family","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin aneb Rostlinář [1819/10]",NA,NA,"266","1819","[Order] Arecales","[Genus] Areca","ADB3F4E3-32ED-4133-86D4-E49B8B53C11A","Yes",NA,"von Berchtold F. Presl J. S. ","O Přirozenosti rostlin, aneb Rostlinář","Oddělení 1",NA,NA,NA,NA,NA
"Arecales","Order",NA,"Not defined (in editing)",NA,NA,"Bromhead, Mag. Nat. Hist. Ser. 2, 4: 333. 1840",NA,"[Class] Liliopsida","[Genus] Areca","BA1779A2-B1DE-4EFE-9E7A-7DA33795F5C4","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aristolochiaceae","Family","de Jussieu A. L. ","Genera Plantarum [1789/8]",NA,NA,"72","1789","[Order] Aristolochiales","[Genus] Aristolochia","A737B369-F26D-4F00-B4B0-585B732FF058","Yes","Aristolochiae","de Jussieu A. L. ","Genera Plantarum",NA,NA,NA,NA,NA,NA
"Aristolochiales","Order","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin aneb Rostlinář [1819/10]",NA,NA,"270","1819","[Class] Magnoliopsida","[Genus] Aristolochia","D03F5541-BE20-4B9B-B828-BDA2F1A9D568","Yes","Aristolochiae","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin, aneb Rostlinář","Oddělení 1",NA,NA,NA,NA,NA
"Arkhangelskiellaceae","Family","Bukry J. D. ","Upper Cretaceous coccoliths from Texas and Europe [1969/3]","University of Kansas paleontological contributions","51","20","1969","[Phylum] Prymnesiophyta","[Genus] Arkhangelskiella","8F60165F-2C29-4207-968A-339B6D824784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arthrostigmataceae","Family","Koidzumi G. ","Shokubutsu kaino keitoteki kyushi shitekihatten [1939/12]","Acta Phytotaxonomica et Geobotanica","4","208","1939","[Order] Drepanophycales","[Genus] Arthrostigma","ED130F61-3589-8F91-8AE0-B4D8FF933640",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA
"Asparagaceites","Family","Sternberg K. M. ","Versuch einer geognostisch-botanischen Darstellung der Flora der Vorwelt [1838/9]",NA,NA,"192","1838",NA,NA,"E4153DE4-245E-FD2A-9779-671BC6DB7E91",NA,NA,"Sternberg K. M. ","Versuch einer geognostisch-botanischen Darstellung der Flora der Vorwelt","[2]","Presl K. ","7-8",NA,NA,NA
"Asparagales","Order",NA,NA,NA,NA,"Handb. 1: 272. 1829",NA,"[Class] Liliopsida",NA,"B2660693-CA54-1FF6-6814-A3EAC5395595","Yes","Asparaginae",NA,NA,NA,"Link J. H. F. ",NA,NA,NA,NA
"Aspidiacites","Tribe","Sternberg K. M. ","Versuch einer geognostisch-botanischen Darstellung der Flora der Vorwelt [1838/9]",NA,NA,"117","1838","[Phylum] Pteridophyta",NA,"BB6E3486-8642-5EB1-69EA-372661FE862A",NA,NA,"Sternberg K. M. ","Versuch einer geognostisch-botanischen Darstellung der Flora der Vorwelt","[2]","Presl K. ","7-8",NA,NA,NA
"Aspidostachyaceae","Family","Doweld A. B. ","Prosyllabus Tracheophytorum [2001/12]",NA,NA,"v","2001","[Order] Bowmanitales","[Genus] Aspidostachys","724774D2-F1C0-4A94-B569-408A94556A4B",NA,NA,"Doweld A. B. ","Prosyllabus Tracheophytorum",NA,NA,NA,NA,NA,NA
"Aspleniacites","Tribe","Sternberg K. M. ","Versuch einer geognostisch-botanischen Darstellung der Flora der Vorwelt [1838/9]",NA,NA,"117","1838","[Phylum] Pteridophyta",NA,"AF3821BE-70B4-3D7C-35C5-B3BC0AA2EEF6",NA,NA,"Sternberg K. M. ","Versuch einer geognostisch-botanischen Darstellung der Flora der Vorwelt","[2]","Presl K. ","7-8",NA,NA,NA
"Aspleniales","Order","Reveal J. L. ","New required suprageneric names in vascular plants [1996/4]","Phytologia","2","72","1996","[Subclass] Polypodiidae","[Genus] Asplenium","FCEE39C8-D9B5-3531-7126-79218C8FE75F","Yes",NA,NA,NA,"79",NA,NA,"1995",NA,NA
"Asplenites","Family","Braun C. F. W. ","Verzeichniss der in der Kreis-Naturalien-Sammlung zu Bayreuth befindlichen Petrefacten [1840/11]",NA,NA,"96","1840","[Phylum] Pteridophyta",NA,"85363069-FFF5-F3AF-86D3-CE5CCAF5E3CC",NA,NA,"Braun C. F. W. ","Verzeichniss der in der Kreis-Naturalien-Sammlung zu Bayreuth befindlichen Petrefacten",NA,NA,NA,NA,NA,NA
"Asteraceae","Family","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin aneb Rostlinář [1819/10]",NA,NA,"254","1819","[Order] Asterales","[Genus] Aster","D720DB5B-ECD7-4D09-97D8-BCF8E8A749B7","Yes",NA,"von Berchtold F. Presl J. S. ","O Přirozenosti rostlin, aneb Rostlinář","Oddělení 1",NA,NA,NA,NA,NA
"Asterales","Order",NA,"Not defined (in editing)",NA,NA,"Handb. 1: 731. 1829",NA,"[Class] Magnoliopsida","[Genus] Aster","C71558E6-EAFB-4A54-8F02-AD1514755828","Yes",NA,NA,NA,NA,"Link J. H. F. ",NA,NA,NA,NA
"Asterocalamitaceae","Family","Hirmer M. ","Pteridophyta [1927/11]",NA,NA,"377","1927","[Order] Asterocalamitales","[Genus] Asterocalamites","C50467C9-068F-4AF2-92D7-C47BA5AB2276",NA,NA,"Hirmer M. ","Handbuch der Paläobotanik","1",NA,NA,NA,NA,NA
